Company Name,Job Title,Role,Salaries Reported,Location,Salary
Professional Data Analysts,Data Scientist,Specialist,1,Bangalore,"₹20,09,790/yr"
EventStreet,Data Scientist,Specialist,1,Pune,"₹6,90,132/yr"
CognitiveScale,Senior Machine Learning Engineer,Specialist,1,Hyderabad,"₹31,10,514/yr"
First Student,Data Analyst,Specialist,5,Mumbai,"₹3,66,885/yr"
Indian Institute of Technology Bombay,Machine Learning Engineer,Specialist,1,Mumbai,"₹1,17,732/yr"
Urban Company,Data Engineer,Specialist,2,New Delhi,"₹15,89,903/yr"
Brandscapes Worldwide,Data Analyst,Specialist,2,Mumbai,"₹2,45,202/yr"
Shiv Nadar University,Data Scientist,Manager,1,Bangalore,"₹21,84,900/yr"
Target,Data Engineer,Manager,3,Bangalore,"₹32,89,336/yr"
DBS Bank,Data Scientist,Manager,1,Hyderabad,"₹24,55,636/yr"
EVRY India,Machine Learning Engineer,Specialist,1,Bangalore,"₹3,16,741/yr"
IBM,Data Engineer,Specialist,10,New Delhi,"₹6,01,475/yr"
Mu Sigma,Data Scientist,Specialist,1,Bangalore,"₹7,22,247/yr"
Axis Bank,Data Scientist,Specialist,6,Mumbai,"₹11,93,674/yr"
Thomson Reuters,Data Scientist,Specialist,2,Bangalore,"₹15,32,945/yr"
Collinson,Data Engineer,Manager,1,Mumbai,"₹64,48,897/yr"
Saksoft,Data Scientist,Manager,1,Bangalore,"₹56,82,151/yr"
NTT Ltd.,Data Scientist,Specialist,2,Bangalore,"₹16,11,876/yr"
TheMathCompany,Data Scientist,Specialist,3,Bangalore,"₹6,00,000/yr"
Paytm,Data Engineer,Specialist,7,New Delhi,"₹11,96,790/yr"
CloudCover,Data Engineer,Specialist,1,Pune,"₹19,20,000/yr"
FogHorn Systems,Data Scientist,Specialist,1,Pune,"₹23,00,000/yr"
HCL,Data Analyst,Specialist,3,New Delhi,"₹3,05,881/yr"
Flipkart,Data Analyst,Manager,6,Bangalore,"₹17,92,672/yr"
Proptiger,Machine Learning Engineer,Manager,1,New Delhi,"₹24,46,303/yr"
First Student,Data Analyst,Specialist,4,Pune,"₹3,81,703/yr"
SS Supply Chain Solutions,Data Scientist,Specialist,1,Pune,"₹13,12,312/yr"
Verisk Analytics,Data Scientist,Specialist,2,New Delhi,"₹6,58,000/yr"
Vedantu,Data Scientist,Specialist,1,Bangalore,"₹7,00,000/yr"
Tech Mahindra,Data Scientist,Specialist,9,Hyderabad,"₹6,52,546/yr"
ABC,Machine Learning Engineer,Specialist,1,Mumbai,"₹7,52,418/yr"
HCL Technologies,Data Analyst,Specialist,2,Hyderabad,"₹3,37,236/yr"
Mu Sigma,Data Scientist,Manager,26,Bangalore,"₹17,55,876/yr"
Incubit,Data Engineer,Specialist,1,New Delhi,"₹24,52,654/yr"
TIAA,Data Analyst,Specialist,1,Pune,"₹14,38,333/yr"
First Student,Data Analyst,Specialist,3,Hyderabad,"₹6,00,000/yr"
Xenon Automotive,Data Scientist,Specialist,1,Bangalore,"₹4,25,088/yr"
Analytics Vidhya,Data Scientist,Specialist,2,New Delhi,"₹1,51,764/yr"
Tavant,Data Engineer,Specialist,5,Bangalore,"₹6,10,857/yr"
Anonymous Content,Data Analyst,Specialist,3,Mumbai,"₹5,20,597/yr"
Tech Systems,Data Scientist,Specialist,1,Bangalore,"₹9,75,232/yr"
Refinitiv,Data Scientist,Specialist,1,Bangalore,"₹5,13,852/yr"
Walmart Global Tech,Data Engineer,Specialist,5,Bangalore,"₹15,13,463/yr"
Claim Genius,Data Scientist,Specialist,4,Hyderabad,"₹19,44,821/yr"
lnterplast,Data Scientist,Specialist,1,Bangalore,"₹3,85,392/yr"
Azure Skynet,Machine Learning Engineer,Specialist,1,Hyderabad,"₹49,728/yr"
EMPLOYERS,Data Scientist,Manager,1,Mumbai,"₹1,29,68,793/yr"
FIS,Machine Learning Engineer,Specialist,1,New Delhi,"₹11,36,500/yr"
Candle Techserv,Machine Learning Engineer,Specialist,1,New Delhi,"₹10,42,947/yr"
Confidential,Data Scientist,Specialist,1,Bangalore,"₹14,32,516/yr"
Abhijeet Group,Data Analyst,Specialist,1,Pune,"₹2,22,840/yr"
TCS,Data Scientist,Specialist,2,Bangalore,"₹35,32,356/yr"
JBT Corporation,Data Scientist,Specialist,1,Bangalore,"₹12,52,800/yr"
Scry Analytics,Data Scientist,Specialist,2,New Delhi,"₹13,29,480/yr"
Lumiq (India),Data Engineer,Specialist,4,New Delhi,"₹5,01,180/yr"
People Group,Data Scientist,Specialist,1,Mumbai,"₹1,83,252/yr"
ThinkBumblebee Analytics,Data Scientist,Specialist,1,Pune,"₹1,24,644/yr"
The Fresh Market,Data Scientist,Specialist,1,Pune,"₹3,06,968/yr"
GE Aviation,Data Engineer,Specialist,3,Bangalore,"₹10,31,658/yr"
Vsoft,Data Scientist,Specialist,1,Bangalore,"₹4,64,302/yr"
Kabbage,Data Scientist,Manager,1,Bangalore,"₹70,10,181/yr"
EC-Mobility,Data Engineer,Specialist,3,Bangalore,"₹3,98,975/yr"
Intangles,Machine Learning Engineer,Manager,1,Pune,"₹2,00,970/yr"
KrazyBee,Data Analyst,Specialist,4,Bangalore,"₹8,48,548/yr"
Quantium,Data Analyst,Specialist,3,Hyderabad,"₹10,72,842/yr"
Concentrix,Data Scientist,Specialist,1,Pune,"₹34,68,540/yr"
Avantari Technologies,Machine Learning Engineer,Specialist,2,Hyderabad,"₹5,87,852/yr"
PwC,Data Scientist,Specialist,3,Bangalore,"₹12,05,874/yr"
Multi Recruit,Data Scientist,Manager,1,Bangalore,"₹71,36,794/yr"
Mastercard,Data Engineer,Specialist,3,New Delhi,"₹16,48,788/yr"
Professional,Data Analyst,Specialist,3,New Delhi,"₹3,08,220/yr"
SMEcorner,Data Scientist,Specialist,2,Mumbai,"₹4,88,700/yr"
Prithvi Nath,Data Analyst,Specialist,1,Pune,"₹1,28,988/yr"
ThinkBumblebee Analytics,Data Scientist,Specialist,7,Pune,"₹10,70,536/yr"
Apar Technologies,Data Scientist,Specialist,1,Pune,"₹5,00,000/yr"
J.P. Morgan,Data Scientist,Specialist,1,Mumbai,"₹21,86,509/yr"
VE Commercial Vehicles,Data Scientist,Specialist,1,Bangalore,"₹6,74,844/yr"
Elucidata (MA),Data Engineer,Specialist,3,New Delhi,"₹6,90,356/yr"
WNS,Data Analyst,Specialist,8,New Delhi,"₹7,26,809/yr"
Infosys,Data Scientist,Specialist,1,New Delhi,"₹2,03,280/yr"
Quantiphi Senior,Machine Learning Engineer,Specialist,1,New Delhi,"₹17,48,000/yr"
Bidgely,Data Analyst,Specialist,4,Bangalore,"₹6,78,516/yr"
RBL Bank,Data Scientist,Specialist,4,Mumbai,"₹11,80,704/yr"
tabdbjsdo,Data Scientist,Specialist,1,Bangalore,"₹12,00,000/yr"
Mphasis,Data Analyst,Specialist,3,Pune,"₹4,22,946/yr"
Amazon,Data Scientist,Specialist,1,Pune,"₹1,15,884/yr"
Johnson Controls,Data Scientist,Specialist,1,Pune,"₹85,57,632/yr"
Tata Consultancy Services,Data Analyst,Specialist,36,Mumbai,"₹4,79,071/yr"
Cognizant Technology Solutions,Data Scientist,Specialist,8,New Delhi,"₹9,65,789/yr"
Fresher,Data Scientist,Specialist,14,Bangalore,"₹5,50,980/yr"
Motorola Solutions,Data Scientist,Manager,1,Bangalore,"₹51,35,189/yr"
Tech Mahindra,Data Engineer,Specialist,1,Pune,"₹9,08,076/yr"
McKinsey & Company,Data Scientist,Manager,1,New Delhi,"₹65,76,221/yr"
IIFL,Data Analyst,Specialist,2,Mumbai,"₹2,76,376/yr"
Haptik,Senior Machine Learning Engineer,Specialist,3,Mumbai,"₹2,29,416/yr"
Boeing,Data Scientist,Specialist,2,Bangalore,"₹22,66,312/yr"
Evarcity,Machine Learning Engineer,Specialist,1,Bangalore,"₹1,80,000/yr"
Colgate-Palmolive,Data Scientist,Specialist,1,Mumbai,"₹7,28,836/yr"
Quick Heal,Senior Data Scientist,Specialist,1,Pune,"₹19,54,352/yr"
Tata Consultancy Services,Senior Data Scientist,Specialist,2,Pune,"₹20,92,324/yr"
LiquidHub,Data Analyst,Manager,2,New Delhi,"₹8,99,201/yr"
XYZ,Data Analyst,Specialist,3,New Delhi,"₹5,77,190/yr"
Hypersonix (CA),Data Scientist,Specialist,2,Bangalore,"₹31,46,934/yr"
Vidooly Media Tech,Data Analyst,Specialist,3,New Delhi,"₹4,32,100/yr"
Saksoft,Data Scientist,Specialist,1,Bangalore,"₹18,80,795/yr"
Magnaquest,Data Scientist,Specialist,1,Hyderabad,"₹2,87,667/yr"
Altisource,Data Scientist,Manager,1,Bangalore,"₹31,31,182/yr"
Unified Healthcare Group,Data Analyst,Specialist,3,New Delhi,"₹5,08,188/yr"
Franklin Templeton Investments,Data Engineer,Specialist,1,Hyderabad,"₹30,54,284/yr"
[24]7.ai,Data Analyst,Specialist,2,Hyderabad,"₹22,43,796/yr"
HighRadius,Data Analyst,Specialist,1,Hyderabad,"₹1,69,512/yr"
Quess,Data Analyst,Manager,1,Mumbai,"₹11,06,612/yr"
Axtria,Data Engineer,Specialist,2,New Delhi,"₹4,70,004/yr"
Saksham Innovations,Data Analyst,Manager,1,Hyderabad,"₹5,66,629/yr"
NextGen Invent,Data Analyst,Manager,1,New Delhi,"₹14,13,893/yr"
Bajaj Finance,Data Scientist,Specialist,1,Bangalore,"₹16,37,162/yr"
ManCorp Innovation Labs,Data Scientist,Specialist,1,Pune,"₹1,20,000/yr"
J.P. Morgan,Data Analyst,Specialist,2,Bangalore,"₹10,56,787/yr"
Internship Studio,Machine Learning Engineer,Specialist,1,Mumbai,"₹62,004/yr"
Hyber IT Services,Machine Learning Engineer,Specialist,1,New Delhi,"₹2,67,648/yr"
Credit Suisse,Data Analyst,Specialist,3,Pune,"₹10,19,603/yr"
Kvantum,Data Scientist,Manager,1,New Delhi,"₹35,55,542/yr"
Ocwen Financial,Data Scientist,Specialist,1,Bangalore,"₹12,21,368/yr"
Vodafone,Data Scientist,Specialist,4,Pune,"₹9,40,423/yr"
Nones,Data Scientist,Manager,1,New Delhi,"₹1,02,36,801/yr"
Mu Sigma,Data Scientist,Specialist,1,New Delhi,"₹5,59,071/yr"
Optum,Data Scientist,Specialist,8,Hyderabad,"₹14,64,110/yr"
WNS,Data Scientist,Specialist,3,New Delhi,"₹11,43,785/yr"
Anonymous,Machine Learning Engineer,Specialist,1,Mumbai,"₹6,88,236/yr"
FIA Technology Services,Data Analyst,Specialist,2,New Delhi,"₹6,46,107/yr"
NDS InfoServ,Data Scientist,Specialist,4,Mumbai,"₹9,26,744/yr"
Optum,Data Engineer,Manager,1,Hyderabad,"₹23,94,234/yr"
Freshers.com,Machine Learning Engineer,Specialist,1,Pune,"₹3,00,000/yr"
Abzooba,Machine Learning Engineer,Specialist,1,Pune,"₹6,74,480/yr"
Gnani.ai,Machine Learning Engineer,Specialist,1,Bangalore,"₹6,50,810/yr"
Tekion,Data Analyst,Specialist,5,Bangalore,"₹10,00,000/yr"
Mad Street Den Systems,Data Scientist,Manager,1,Bangalore,"₹17,79,823/yr"
Tribes.AI,Data Engineer,Specialist,4,Bangalore,"₹2,52,996/yr"
Indian Institute of Technology Bombay,Data Scientist,Specialist,1,Mumbai,"₹1,54,152/yr"
Jotter,Data Scientist,Manager,2,Hyderabad,"₹29,45,947/yr"
SMARTe,Data Analyst,Specialist,2,Mumbai,"₹2,71,325/yr"
Google,Data Scientist,Specialist,1,Bangalore,"₹21,17,010/yr"
Fresher,Data Analyst,Specialist,11,Mumbai,"₹4,01,952/yr"
FSN Ecommerce Ventures,Data Analyst,Specialist,2,Mumbai,"₹12,42,641/yr"
Sarvvid-AI,Machine Learning Engineer,Specialist,1,New Delhi,"₹90,288/yr"
Coupa Software Inc,Data Analyst,Specialist,2,Pune,"₹7,26,953/yr"
Kp techobriks,Data Scientist,Specialist,1,Pune,"₹2,56,932/yr"
S&P Global,Data Engineer,Specialist,2,Hyderabad,"₹11,39,800/yr"
mfine,Data Scientist,Specialist,2,Bangalore,"₹20,50,962/yr"
dhiOmics Analytics Solutions,Data Analyst,Specialist,3,Bangalore,"₹6,04,401/yr"
Swetapadma Das,Data Scientist,Specialist,1,Bangalore,"₹3,00,000/yr"
SAAS Staffing Solutions,Data Engineer,Specialist,1,Hyderabad,"₹4,29,214/yr"
Sears,Data Scientist,Specialist,1,Bangalore,"₹8,52,772/yr"
Housing.com,Data Scientist,Specialist,8,Mumbai,"₹23,83,368/yr"
Metaswitch,Data Engineer,Specialist,1,New Delhi,"₹1,46,073/yr"
Solytics Partners,Data Science,Specialist,1,Pune,"₹1,20,000/yr"
Katumbura Tech,Machine Learning Engineer,Specialist,1,Hyderabad,"₹3,61,764/yr"
Smart Joules,Machine Learning Engineer,Specialist,1,New Delhi,"₹5,50,793/yr"
Growel Group,Machine Learning Engineer,Specialist,1,Mumbai,"₹1,21,080/yr"
Novo Nordisk,Data Engineer,Specialist,1,Bangalore,"₹6,02,930/yr"
Inventeron Technologies And Business Solutions,Data Scientist,Specialist,1,Bangalore,"₹4,37,437/yr"
Commvault,Data Engineer,Specialist,1,Bangalore,"₹14,10,268/yr"
IBM Interactive Experience,Data Scientist,Specialist,1,Bangalore,"₹8,03,916/yr"
BizViz Technologies,Data Analyst,Specialist,3,Bangalore,"₹5,42,067/yr"
Vodafone Idea,Data Analyst,Specialist,2,Hyderabad,"₹6,16,488/yr"
Target,Data Scientist,Specialist,5,Bangalore,"₹12,31,116/yr"
Verzeo,Data Scientist,Specialist,1,Hyderabad,"₹1,81,620/yr"
Aspion Technologies,Data Engineer,Specialist,1,Hyderabad,"₹6,61,762/yr"
ABB,Data Scientist,Specialist,6,Bangalore,"₹9,55,297/yr"
Zen3 Info Solutions,Data Scientist,Specialist,1,Hyderabad,"₹3,74,330/yr"
Google,Data Analyst,Specialist,9,New Delhi,"₹3,86,958/yr"
DemandMatrix,Data Science,Specialist,1,Pune,"₹4,36,272/yr"
ABC,Data Engineer,Specialist,4,Bangalore,"₹10,68,485/yr"
Bombinate Technologies,Machine Learning Engineer,Specialist,1,Bangalore,"₹3,02,693/yr"
TerraBlue XT,Data Scientist,Manager,1,Bangalore,"₹13,10,999/yr"
IDK,Data Scientist,Specialist,1,Bangalore,"₹6,02,937/yr"
PwC,Data Engineer,Specialist,1,Hyderabad,"₹12,00,000/yr"
LTI,Data Scientist,Specialist,1,Bangalore,"₹2,66,039/yr"
DemandMatrix,Machine Learning Engineer,Specialist,1,Mumbai,"₹9,81,061/yr"
Fractal Big,Data Engineer,Specialist,7,Mumbai,"₹8,65,380/yr"
SAI Life Sciences,Machine Learning Engineer,Manager,1,Hyderabad,"₹4,05,721/yr"
Coupa Software Inc,Senior Data Scientist,Specialist,1,Pune,"₹36,50,320/yr"
Moody's Analytics,Data Scientist,Specialist,1,Mumbai,"₹13,62,714/yr"
Bajaj Finance,Data Analyst,Specialist,2,Pune,"₹13,88,485/yr"
Techolution,Senior Machine Learning Engineer,Specialist,1,Hyderabad,"₹8,03,907/yr"
Quantiphi Senior,Data Engineer,Specialist,15,Mumbai,"₹10,80,000/yr"
Fusion Practices,Data Scientist,Specialist,2,Pune,"₹6,75,000/yr"
Uncanny Vision,Machine Learning Engineer,Specialist,2,Bangalore,"₹9,84,047/yr"
Winjit Technologies,Machine Learning Engineer,Specialist,1,Bangalore,"₹9,16,285/yr"
Accenture,Data Engineer,Specialist,7,Mumbai,"₹6,30,000/yr"
Datametica Big,Data Engineer,Specialist,8,Pune,"₹5,32,946/yr"
Bank of America Merrill Lynch,Data Engineer,Specialist,1,Mumbai,"₹12,32,857/yr"
PwC,Data Engineer,Specialist,1,New Delhi,"₹3,67,195/yr"
Freemans Grattan Holdings,Data Engineer,Specialist,1,Hyderabad,"₹8,58,429/yr"
Joulon,Data Engineer,Specialist,1,Mumbai,"₹3,22,464/yr"
Tata Consultancy Services Big,Data Engineer,Manager,1,Pune,"₹14,28,373/yr"
Tata,Data Scientist,Specialist,1,Mumbai,"₹12,67,181/yr"
XYZ,Data Analyst,Manager,1,Bangalore,"₹10,06,661/yr"
Microsoft,Machine Learning Engineer,Specialist,2,Bangalore,"₹23,40,910/yr"
Reliance Industries,Data Analyst,Specialist,2,Mumbai,"₹4,24,104/yr"
Coforge Senior,Data Engineer,Specialist,17,New Delhi,"₹14,76,259/yr"
FaceX,Machine Learning Engineer,Specialist,1,Bangalore,"₹7,03,418/yr"
Reliance Industries,Data Scientist,Specialist,1,Hyderabad,"₹1,69,396/yr"
Epsilon,Data Scientist,Specialist,1,Bangalore,"₹16,93,373/yr"
Cognizant Technology Solutions,Data Scientist,Specialist,8,Hyderabad,"₹8,90,344/yr"
AAP,Data Scientist,Specialist,1,Bangalore,"₹3,21,161/yr"
American Management Association,Data Engineer,Specialist,1,New Delhi,"₹5,66,052/yr"
HCL Technologies,Data Scientist,Specialist,1,Mumbai,"₹14,17,138/yr"
EMPLOYERS,Machine Learning Engineer,Specialist,1,Pune,"₹7,33,032/yr"
Freshers.com,Junior Data Scientist,Specialist,1,Pune,"₹12,38,138/yr"
BlueConch Technologies,Data Scientist,Specialist,1,Pune,"₹11,04,109/yr"
First Student,Data Scientist,Manager,1,Hyderabad,"₹10,03,891/yr"
Kissht,Data Scientist,Specialist,2,Mumbai,"₹6,80,112/yr"
Kohler,Senior Data Scientist,Specialist,1,Pune,"₹12,16,773/yr"
Nagarro,Data Scientist,Specialist,10,New Delhi,"₹10,24,121/yr"
Cuelogic Technologies,Data Engineer,Specialist,1,Mumbai,"₹11,00,000/yr"
Flip Robo,Data Scientist,Specialist,2,New Delhi,"₹32,04,288/yr"
Hudl,Data Analyst,Specialist,4,Mumbai,"₹3,15,708/yr"
Saama Technologies,Data Engineer,Manager,1,Pune,"₹16,74,934/yr"
ABCDEF,Data Analyst,Specialist,1,Hyderabad,"₹4,90,531/yr"
Shadowfax Technologies,Data Scientist,Specialist,5,Bangalore,"₹20,06,522/yr"
GetupForChange Services,Data Scientist,Specialist,2,Bangalore,"₹6,81,696/yr"
Netomi,Data Scientist,Specialist,2,New Delhi,"₹15,56,582/yr"
TCS e-Serve International,Data Scientist,Specialist,1,Pune,"₹10,31,782/yr"
Bharat Heavy Electricals,Data Scientist,Specialist,1,Hyderabad,"₹16,68,775/yr"
Wipro,Data Scientist,Specialist,7,Pune,"₹11,50,000/yr"
IDEA,Data Analyst,Specialist,1,Pune,"₹6,56,800/yr"
WMall,Data Analyst,Specialist,2,Bangalore,"₹4,62,580/yr"
Tata,Data Scientist,Specialist,2,Bangalore,"₹16,12,292/yr"
niranjan shah,Data Analyst,Specialist,1,Mumbai,"₹3,09,497/yr"
SMEcorner,Data Analyst,Specialist,2,Mumbai,"₹5,11,779/yr"
Capital One,Data Analyst,Specialist,10,Bangalore,"₹13,29,533/yr"
HERE Technologies,Data Scientist,Specialist,3,Mumbai,"₹17,82,011/yr"
Constant Contact,Data Analyst,Specialist,1,Hyderabad,"₹3,02,693/yr"
Edelweiss Tokio Life Insurance,Data Analyst,Specialist,1,Mumbai,"₹3,95,292/yr"
First Student,Machine Learning Engineer,Specialist,1,Pune,"₹1,71,523/yr"
TeamLease Staffing Solutions,Data Analyst,Specialist,1,Pune,"₹2,96,664/yr"
Fresher,Data Scientist,Specialist,2,Pune,"₹6,23,040/yr"
Swiggy,Data Scientist,Specialist,1,Mumbai,"₹13,55,169/yr"
Pixxel,Machine Learning Engineer,Specialist,1,Bangalore,"₹15,47,487/yr"
Datasite,Data Analyst,Specialist,1,Hyderabad,"₹7,25,180/yr"
Directi,Data Engineer,Manager,1,Mumbai,"₹44,17,134/yr"
Professional Data Analysts,Data Scientist,Specialist,1,Pune,"₹12,00,000/yr"
Artigiani,Data Scientist,Specialist,1,Bangalore,"₹7,16,258/yr"
Mbb Labs,Data Scientist,Specialist,2,Bangalore,"₹12,04,704/yr"
Dexpert Systems,Senior Data Scientist,Manager,1,Pune,"₹51,55,583/yr"
Evive,Data Scientist,Specialist,1,Bangalore,"₹12,38,390/yr"
Q3 Technologies,Data Engineer,Specialist,2,New Delhi,"₹7,59,321/yr"
First Student,Machine Learning Engineer,Specialist,1,Hyderabad,"₹20,14,668/yr"
akhil sajeev,Data Scientist,Specialist,1,Pune,"₹2,50,815/yr"
Infostretch,Data Engineer,Specialist,1,Pune,"₹1,35,516/yr"
HCL Technologies,Data Scientist,Specialist,2,Hyderabad,"₹15,61,319/yr"
inVOID Senior,Machine Learning Engineer,Specialist,1,New Delhi,"₹3,73,262/yr"
AIEnterprise,Data Scientist,Specialist,1,Bangalore,"₹7,12,525/yr"
Gap Inc.,Data Engineer,Specialist,1,Hyderabad,"₹9,30,041/yr"
Jsjsnsjxijssn,Machine Learning Engineer,Specialist,1,Mumbai,"₹5,64,654/yr"
Fresher,Junior Data Scientist,Specialist,1,Pune,"₹5,06,989/yr"
Antuit,Data Scientist,Specialist,9,Bangalore,"₹12,05,874/yr"
Bajaj Finance,Data Science,Specialist,1,Pune,"₹1,80,000/yr"
PrimEra Medical Technologies,Data Analyst,Specialist,1,Hyderabad,"₹5,08,113/yr"
Tops Office Pros Business Services,Data Scientist,Specialist,1,Pune,"₹6,19,069/yr"
Optum,Senior Machine Learning Engineer,Manager,1,Mumbai,"₹38,51,244/yr"
Monsoon (India),Data Scientist,Specialist,3,New Delhi,"₹9,67,041/yr"
CRG Solutions,Data Analyst,Specialist,7,Mumbai,"₹5,21,474/yr"
Clairvoyant,Data Scientist,Specialist,1,Pune,"₹18,00,000/yr"
Quantsapp,Data Scientist,Specialist,2,Mumbai,"₹2,27,112/yr"
Amazon,Data Scientist,Specialist,3,Mumbai,"₹10,18,095/yr"
DataScientest,Data Scientist,Specialist,4,Hyderabad,"₹6,72,468/yr"
HSBC Software Development India,Data Analyst,Specialist,2,Pune,"₹9,82,170/yr"
Salesforce,Data Analyst,Specialist,4,Hyderabad,"₹12,05,626/yr"
ICICI Bank,Data Analyst,Specialist,7,Hyderabad,"₹6,04,401/yr"
Losch Engineering,Data Scientist,Specialist,1,Bangalore,"₹12,14,724/yr"
ThinkTac,Machine Learning Engineer,Specialist,1,Bangalore,"₹97,320/yr"
Naveen Engineering,Data Scientist,Specialist,1,Bangalore,"₹1,23,816/yr"
Bank of America,Data Engineer,Specialist,1,New Delhi,"₹15,07,325/yr"
Tiger Analytics,Data Scientist,Specialist,1,Hyderabad,"₹9,30,041/yr"
Professional Data Analysts,Data Scientist,Manager,1,Pune,"₹29,87,387/yr"
Publicis Sapient,Data Engineer,Specialist,1,Bangalore,"₹20,66,758/yr"
SIQES,Data Analyst,Specialist,3,New Delhi,"₹4,06,845/yr"
Tata Consultancy Services,Data Analyst,Specialist,35,Pune,"₹5,23,086/yr"
Ugam,Data Analyst,Specialist,1,Pune,"₹7,00,000/yr"
Ugam,Data Scientist,Specialist,1,Bangalore,"₹21,41,072/yr"
Speed TechServe,Data Scientist,Manager,1,Pune,"₹24,16,472/yr"
Optra Health,Data Scientist,Specialist,1,Pune,"₹17,22,605/yr"
Axis Bank,Data Engineer,Specialist,1,Mumbai,"₹6,02,928/yr"
Self,Data Scientist,Specialist,1,Bangalore,"₹8,46,233/yr"
Sankhyana Consultancy Services,Data Analyst,Manager,1,Bangalore,"₹9,99,425/yr"
Anonymous,Senior Data Scientist,Specialist,1,Pune,"₹6,08,387/yr"
Unilever,Data Analyst,Specialist,1,Mumbai,"₹53,744/yr"
KYC Hub,Data Scientist,Specialist,1,Bangalore,"₹2,02,796/yr"
Vamstar,Data Analyst,Manager,1,Mumbai,"₹10,58,029/yr"
Tech9,Data Engineer,Specialist,1,Pune,"₹10,04,884/yr"
Capgemini,Data Engineer,Specialist,3,Pune,"₹12,89,572/yr"
Zycus,Data Scientist,Specialist,2,Bangalore,"₹9,04,464/yr"
Pixuate,Machine Learning Engineer,Specialist,2,Bangalore,"₹7,09,492/yr"
Yash Technologies,Data Scientist,Specialist,4,Hyderabad,"₹6,51,480/yr"
Microsoft,Data Engineer,Specialist,1,Hyderabad,"₹20,63,316/yr"
Coupa Software Inc,Data Scientist,Manager,1,Pune,"₹2,01,561/yr"
HDFC Standard Life,Data Scientist,Specialist,1,Bangalore,"₹8,29,587/yr"
Tiger Analytics,Data Analyst,Manager,1,Mumbai,"₹18,68,142/yr"
Systech International,Data Engineer,Specialist,1,Hyderabad,"₹4,33,296/yr"
Verificient Technologies,Data Analyst,Manager,3,Pune,"₹5,24,987/yr"
CSS Corporation,Data Analyst,Specialist,1,Pune,"₹73,405/yr"
Deloitte,Data Analyst,Manager,5,Bangalore,"₹16,06,279/yr"
Optum Global Solutions,Data Analyst,Manager,1,New Delhi,"₹38,41,874/yr"
Ushta Te Consultancy Services LLP,Data Analyst,Specialist,1,Hyderabad,"₹3,10,791/yr"
Quantcast,Data Engineer,Specialist,1,Mumbai,"₹20,14,668/yr"
Starcom Information Technology,Data Scientist,Specialist,1,Bangalore,"₹7,73,836/yr"
BitLogic Software,Data Scientist,Manager,1,Bangalore,"₹10,03,213/yr"
Maxgen Technologies,Machine Learning Engineer,Specialist,1,Mumbai,"₹2,24,904/yr"
Artefact,Data Scientist,Manager,1,Bangalore,"₹27,29,255/yr"
Zomato,Data Engineer,Specialist,2,New Delhi,"₹31,62,981/yr"
Vedantu,Data Analyst,Specialist,8,Bangalore,"₹6,37,459/yr"
Jio,Data Scientist,Specialist,3,Hyderabad,"₹4,46,076/yr"
J.P. Morgan,Data Scientist,Specialist,1,Mumbai,"₹9,73,260/yr"
